source,target,weight,bits
A0A2P2CJ79,A0A644VUS2,0.426,647
A0A2P2CJE0,A0A2P2CF46,0.76,531
A0A2P2CJE0,A0A6J6F845,0.643,434
A0A2P2CJE0,A0A381RRI3,0.6,396
A0A2P2CJE0,A0A380TGZ6,0.431,261
A0A2P2CJE0,A0A6J6CMA0,0.42,260
A0A2P2CJE0,A0A0W8G662,0.43,259
A0A2P2CJE0,A0A6J6DT46,0.427,259
A0A2P2CJE0,A0A6J6C6I2,0.417,257
A0A2P2CJE0,A0A6J6ENE8,0.421,255
A0A2P2CJE0,A0A6J6G9W7,0.417,251
A0A2P2CJE0,A0A644VAT7,0.414,247
A0A2P2CJE0,A0A645BL16,0.41,247
A0A2P2CJE0,A0A382GPZ3,0.408,243
A0A2P2CJE0,A0A484H950,0.404,239
A0A2P2CJE0,A0A381RMW8,0.396,232
A0A2P2CJE0,A0A381RJX3,0.387,231
A0A2P2CJE0,A0A644YVS3,0.388,228
A0A2P2CJE0,A0A382ARZ7,0.388,228
A0A2P2CJE0,A0A381Q4W5,0.373,216
A0A2P2CJE0,A0A6J6C905,0.408,215
A0A2P2CJE0,A0A382FIY4,0.377,199
A0A2P2CJE0,A0A382BJ82,0.352,197
A0A2P2CJE0,A0A645FCJ9,0.377,179
A0A645BL16,A0A644YVS3,0.682,451
A0A645BL16,A0A0W8G662,0.595,380
A0A645BL16,A0A382ARZ7,0.538,336
A0A645BL16,A0A381Q4W5,0.529,331
A0A645BL16,A0A644VAT7,0.514,319
A0A645BL16,A0A382GPZ3,0.497,309
A0A645BL16,A0A380TGZ6,0.493,306
A0A645BL16,A0A484H950,0.488,300
A0A645BL16,A0A381RJX3,0.485,297
A0A645BL16,A0A382FIY4,0.519,295
A0A645BL16,A0A381RMW8,0.483,293
A0A645BL16,A0A382BJ82,0.472,284
A0A645BL16,A0A6J6F845,0.437,267
A0A645BL16,A0A2P2CF46,0.436,265
A0A645BL16,A0A381RRI3,0.438,264
A0A645BL16,A0A6J6G9W7,0.426,258
A0A645BL16,A0A6J6DT46,0.421,254
A0A645BL16,A0A6J6CMA0,0.413,253
A0A645BL16,A0A2P2CJE0,0.415,251
A0A645BL16,A0A6J6C6I2,0.407,250
A0A645BL16,A0A6J6ENE8,0.411,246
A0A645BL16,A0A645FCJ9,0.485,240
A0A645BL16,A0A6J6C905,0.405,213
A0A6J6C6I2,A0A6J6CMA0,0.745,531
A0A6J6C6I2,A0A6J6G9W7,0.659,460
A0A6J6C6I2,A0A6J6DT46,0.652,455
A0A6J6C6I2,A0A6J6ENE8,0.643,445
A0A6J6C6I2,A0A6J6C905,0.71,438
A0A6J6C6I2,A0A6J6F845,0.432,269
A0A6J6C6I2,A0A2P2CF46,0.424,263
A0A6J6C6I2,A0A381RRI3,0.426,260
A0A6J6C6I2,A0A2P2CJE0,0.416,256
A0A6J6C6I2,A0A382ARZ7,0.418,256
A0A6J6C6I2,A0A644YVS3,0.413,254
A0A6J6C6I2,A0A645BL16,0.4,244
A0A6J6C6I2,A0A381RJX3,0.401,242
A0A6J6C6I2,A0A0W8G662,0.397,237
A0A6J6C6I2,A0A381Q4W5,0.391,237
A0A6J6C6I2,A0A382GPZ3,0.384,229
A0A6J6C6I2,A0A382BJ82,0.384,228
A0A6J6C6I2,A0A380TGZ6,0.381,228
A0A6J6C6I2,A0A644VAT7,0.381,225
A0A6J6C6I2,A0A381RMW8,0.364,214
A0A6J6C6I2,A0A382FIY4,0.385,208
A0A6J6C6I2,A0A484H950,0.351,203
A0A6J6C6I2,A0A645FCJ9,0.394,196
A0A6J6A063,A0A6J7CTX4,0.793,717
A0A6J6A063,A0A6J7EJK4,0.715,647
A0A6J6A063,A0A6J7LL73,0.61,514
A0A6J6A063,A0A6J7FCU3,0.551,494
A0A6J6A063,A0A3B0RLP0,0.479,371
A0A6J7CTX4,A0A6J6A063,0.794,719
A0A6J7CTX4,A0A6J7EJK4,0.689,608
A0A6J7CTX4,A0A6J7LL73,0.631,531
A0A6J7CTX4,A0A6J7FCU3,0.533,460
A0A6J7CTX4,A0A3B0RLP0,0.464,363
A0A5J4RGF7,A0A5J4ST39,0.885,851
A0A5J4RGF7,A0A5J4RAH0,0.882,839
A0A5J4RGF7,A0A5J4RSB5,0.773,727
A0A5J4RGF7,A0A5J4RLZ5,0.772,724
A0A5J4RGF7,A0A5J4RD69,0.77,719
A0A5J4RGF7,A0A5J4S2M0,0.768,711
A0A5J4RGF7,A0A5J4R632,0.793,709
A0A5J4RGF7,A0A5J4SQP5,0.754,707
A0A5J4RGF7,A0A5J4RMY9,0.76,704
A0A5J4RGF7,A0A5J4PYV6,0.925,679
A0A5J4RGF7,A0A5J4Q1M0,0.919,550
A0A5J4RGF7,A0A644Z1I5,0.623,546
A0A5J4RGF7,A0A644VAA7,0.614,544
A0A5J4RGF7,A0A644YGI6,0.588,532
A0A5J4RGF7,A0A5J4R5H0,0.772,532
A0A5J4RGF7,A0A5J4PMB9,0.916,517
A0A5J4RGF7,A0A644TZ87,0.551,479
A0A5J4RGF7,J9D059,0.547,469
A0A5J4RGF7,A0A644TTV5,0.532,466
A0A5J4RGF7,J9G945,0.432,421
A0A5J4RGF7,J9GKY5,0.435,420
A0A5J4RGF7,J9GUP8,0.431,419
A0A5J4RGF7,A0A5J4PVG7,0.951,388
A0A5J4RGF7,A0A644WB33,0.461,386
A0A5J4RGF7,D9PEU5,0.45,369
A0A5J4RGF7,A0A3B0U7R6,0.435,352
A0A5J4RGF7,A0A644X3D0,0.428,351
A0A5J4RGF7,A0A644YC72,0.426,342
A0A5J4RGF7,A0A644V8K5,0.41,310
A0A5J4RGF7,A0A644V8Y5,0.347,261
A0A5J4RGF7,K1U1E7,0.62,246
A0A5J4RGF7,A0A645G851,0.65,236
A0A5J4RGF7,A0A5J4Q1Q4,0.422,180
A0A5J4RGF7,K1RQ62,0.41,164
A0A5J4RGF7,X1SXZ0,0.374,153
A0A5J4RGF7,X1H9X9,0.368,130
A0A5J4RGF7,K1V2N0,0.492,116
A0A5J4RGF7,A0A0F9RZA5,0.306,114
A0A5J4RGF7,D9PIE9,0.318,85
A0A6J7R1C9,A0A6J6RPQ7,0.496,381
A0A6J7R1C9,A0A6J6Q3B6,0.476,354
A0A6J7R1C9,A0A6J6HPH1,0.421,291
A0A6J7R1C9,A0A6J6NEE4,0.386,237
A0A2P2C2E2,A0A6J6DF89,0.511,209
A0A2P2C2E2,A0A382HM80,0.399,143
A0A2P2C2E2,A0A645FLN7,0.383,143
A0A2P2C2E2,A0A644YXH7,0.386,139
A0A6P2DLR7,A0A6P2D906,0.381,330
A0A6P2DLR7,A0A6P2CY33,0.387,329
A0A6P2DLR7,A0A6P2D7U5,0.401,183
A0A6P2DLR7,A0A6P2D2L2,0.347,111
A0A381QJF2,A0A644YX24,0.584,178
A0A381QJF2,A0A645B269,0.515,154
A0A381QJF2,A0A382BSA6,0.469,138
A0A381QJF2,A0A381NTP3,0.471,135
A0A381QJF2,A0A381XUL9,0.47,134
A0A381QJF2,A0A381YCQ9,0.453,130
A0A381QJF2,A0A644XIS9,0.446,128
A0A381QJF2,A0A6J6BED1,0.454,127
A0A381QJF2,A0A381UKZ5,0.448,126
A0A381QJF2,A0A645BU40,0.455,124
A0A381QJF2,A0A381Z5C4,0.453,124
A0A381QJF2,A0A381SM42,0.409,121
A0A381QJF2,A0A6J6D5R5,0.426,119
A0A381QJF2,A0A381TAP7,0.417,117
A0A381QJF2,A0A382TN05,0.416,114
A0A381QJF2,A0A6J6F1Z8,0.406,114
A0A381QJF2,A0A644WAX3,0.391,113
A0A381QJF2,A0A644TR86,0.402,113
A0A381QJF2,A0A382J1X9,0.41,113
A0A381QJF2,A0A381PM74,0.414,113
A0A381QJF2,A0A382YNP5,0.389,111
A0A381QJF2,A0A381Q0T0,0.41,111
A0A381QJF2,A0A382JQW3,0.401,111
A0A381QJF2,A0A381ZVK2,0.397,110
A0A381QJF2,A0A6J6FLY4,0.385,110
A0A381QJF2,A0A6J6CM05,0.391,109
A0A381QJF2,A0A382BJP1,0.451,109
A0A381QJF2,A0A381YI49,0.417,107
A0A381QJF2,A0A380TAR9,0.403,107
A0A381QJF2,A0A6J5ZDS3,0.39,107
A0A381QJF2,A0A382AXX9,0.397,106
A0A381QJF2,A0A644ZDJ2,0.382,105
A0A381QJF2,A0A381W471,0.453,103
A0A381QJF2,A0A094PXK9,0.375,102
A0A381QJF2,A0A6J6BMV8,0.364,102
A0A381QJF2,A0A2H9TBZ9,0.375,101
A0A381QJF2,A0A6J5ZBM4,0.369,100
A0A381QJF2,A0A6J6ASR3,0.366,99
A0A381QJF2,A0A094PRH3,0.371,98
A0A381QJF2,A0A6J6AEE3,0.355,97
A0A381QJF2,A0A2P2C335,0.368,94
A0A381QJF2,A0A484RFP6,0.349,91
A0A381QJF2,A0A381RUV8,0.332,89
A0A381QJF2,A0A382X5I9,0.382,87
A0A381QJF2,A0A381UMH9,0.331,86
A0A381QJF2,A0A382WL77,0.341,85
A0A381QJF2,A0A645G9J6,0.333,85
A0A381QJF2,A0A2P2C6S4,0.318,80
A0A381QJF2,A0A383EVV5,0.38,79
A0A381QJF2,A0A382BC58,0.317,79
A0A381UMH9,A0A381RUV8,0.605,238
A0A381UMH9,A0A382BC58,0.588,231
A0A381UMH9,A0A644TR86,0.39,134
A0A381UMH9,A0A645G9J6,0.379,131
A0A381UMH9,A0A2P2C335,0.375,128
A0A381UMH9,A0A644XIS9,0.368,127
A0A381UMH9,A0A381UKZ5,0.366,126
A0A381UMH9,A0A382BSA6,0.364,126
A0A381UMH9,A0A644WAX3,0.371,122
A0A381UMH9,A0A382WL77,0.363,121
A0A381UMH9,A0A6J5ZBM4,0.356,121
A0A381UMH9,A0A484RFP6,0.35,119
A0A381UMH9,A0A094PRH3,0.365,119
A0A381UMH9,A0A381NTP3,0.348,118
A0A381UMH9,A0A2H9TBZ9,0.349,118
A0A381UMH9,A0A382YNP5,0.349,117
A0A381UMH9,A0A381SM42,0.349,117
A0A381UMH9,A0A6J6BED1,0.351,117
A0A381UMH9,A0A382TN05,0.349,115
A0A381UMH9,A0A381TAP7,0.35,115
A0A381UMH9,A0A2P2C6S4,0.346,115
A0A381UMH9,A0A644ZDJ2,0.344,114
A0A381UMH9,A0A6J6AEE3,0.343,114
A0A381UMH9,A0A6J6CM05,0.347,113
A0A381UMH9,A0A6J6ASR3,0.34,113
A0A381UMH9,A0A6J6BMV8,0.344,113
A0A381UMH9,A0A382BJP1,0.335,111
A0A381UMH9,A0A645BU40,0.335,111
A0A381UMH9,A0A094PXK9,0.338,110
A0A381UMH9,A0A381YCQ9,0.339,110
A0A381UMH9,A0A382JQW3,0.326,108
A0A381UMH9,A0A644YX24,0.326,107
A0A381UMH9,A0A381ZVK2,0.394,107
A0A381UMH9,A0A6J5ZDS3,0.327,106
A0A381UMH9,A0A6J6D5R5,0.322,105
A0A381UMH9,A0A6J6F1Z8,0.326,104
A0A381UMH9,A0A381Z5C4,0.322,104
A0A381UMH9,A0A645B269,0.321,104
A0A381UMH9,A0A381XUL9,0.318,103
A0A381UMH9,A0A381YI49,0.378,100
A0A381UMH9,A0A380TAR9,0.316,99
A0A381UMH9,A0A6J6FLY4,0.311,99
A0A381UMH9,A0A382J1X9,0.356,89
A0A381UMH9,A0A381QJF2,0.328,83
A0A381UMH9,A0A381Q0T0,0.339,82
A0A381UMH9,A0A382AXX9,0.324,81
A0A381UMH9,A0A381W471,0.344,75
A0A644SU45,A0A382F0X6,0.38,53
A0A645C2N1,A0A644XVF4,0.485,221
A0A645C2N1,A0A382ZGK5,0.484,38
A0A6J6CFV0,A0A6J6CNN8,0.423,151
A0A6J6CFV0,A0A094QIB6,0.437,103
A0A6J6CFV0,A0A6J5YFN0,0.45,98
A0A6J6CFV0,A0A6J5ZN98,0.339,68
D9PIE9,A0A0F9RZA5,0.695,269
D9PIE9,D9PEU5,0.361,117
D9PIE9,A0A644WB33,0.345,110
D9PIE9,A0A645G851,0.368,105
D9PIE9,A0A644X3D0,0.334,105
D9PIE9,A0A644TZ87,0.331,104
D9PIE9,A0A644VAA7,0.333,98
D9PIE9,A0A3B0U7R6,0.318,98
D9PIE9,A0A644Z1I5,0.345,96
D9PIE9,A0A644TTV5,0.321,96
D9PIE9,A0A644YGI6,0.333,93
D9PIE9,A0A5J4RD69,0.322,87
D9PIE9,A0A5J4ST39,0.321,87
D9PIE9,A0A5J4RAH0,0.324,87
D9PIE9,A0A5J4R632,0.32,86
D9PIE9,A0A5J4RSB5,0.319,86
D9PIE9,A0A5J4RLZ5,0.316,85
D9PIE9,K1RQ62,0.326,84
D9PIE9,A0A5J4RMY9,0.31,82
D9PIE9,A0A5J4S2M0,0.309,82
D9PIE9,J9D059,0.308,81
D9PIE9,A0A5J4SQP5,0.308,81
D9PIE9,A0A5J4RGF7,0.319,80
D9PIE9,A0A5J4PVG7,0.317,79
D9PIE9,A0A644V8Y5,0.378,75
A0A382EH67,A0A2H9TC77,0.55,160
A0A382EH67,A0A644WK33,0.484,144
A0A382EH67,A0A645AKM6,0.475,139
A0A382EH67,A0A381Q3L6,0.464,129
A0A382EH67,A0A381UC56,0.461,115
A0A382EH67,T1BLP3,0.399,107
A0A382EH67,A0A644T609,0.406,102
A0A382EH67,A0A0F9JGS9,0.401,98
A0A382EH67,X0Z276,0.36,84
A0A382EH67,A0A6J6GDA8,0.367,80
A0A382EH67,W1Y3N0,0.356,73
A0A644V8K5,A0A644YC72,0.821,738
A0A644V8K5,A0A644X3D0,0.529,440
A0A644V8K5,D9PEU5,0.53,439
A0A644V8K5,A0A644WB33,0.533,437
A0A644V8K5,A0A3B0U7R6,0.486,387
A0A644V8K5,A0A644TTV5,0.431,337
A0A644V8K5,A0A644TZ87,0.431,337
A0A644V8K5,A0A644Z1I5,0.431,332
A0A644V8K5,A0A644VAA7,0.429,330
A0A644V8K5,A0A5J4RLZ5,0.424,329
A0A644V8K5,A0A5J4RMY9,0.423,326
A0A644V8K5,A0A5J4R632,0.422,324
A0A644V8K5,A0A5J4S2M0,0.419,322
A0A644V8K5,A0A5J4SQP5,0.417,320
A0A644V8K5,A0A5J4RSB5,0.416,318
A0A644V8K5,A0A5J4RD69,0.413,315
A0A644V8K5,A0A644YGI6,0.404,314
A0A644V8K5,J9D059,0.403,310
A0A644V8K5,A0A5J4RGF7,0.402,302
A0A644V8K5,A0A5J4RAH0,0.404,302
A0A644V8K5,A0A5J4ST39,0.4,301
A0A644V8K5,J9G945,0.33,275
A0A644V8K5,J9GUP8,0.329,273
A0A644V8K5,J9GKY5,0.328,272
A0A644V8K5,A0A644V8Y5,0.363,271
A0A644V8K5,A0A5J4R5H0,0.417,243
A0A644V8K5,K1RQ62,0.525,230
A0A644V8K5,A0A5J4PYV6,0.413,230
A0A644V8K5,A0A5J4Q1M0,0.425,193
A0A644V8K5,A0A5J4Q1Q4,0.455,188
A0A644V8K5,A0A5J4PMB9,0.418,180
A0A644V8K5,K1U1E7,0.403,143
A0A644V8K5,X1SXZ0,0.356,132
A0A644V8K5,A0A5J4PVG7,0.386,130
A0A644V8K5,A0A645G851,0.398,130
A0A644V8K5,X1H9X9,0.343,117
A0A644V8K5,A0A0F9RZA5,0.307,111
A0A644V8K5,K1V2N0,0.45,104
A0A6C0CK20,A0A6C0CXA7,0.824,1942
A0A6C0CK20,A0A6C0CQ84,0.501,1101
A0A6C0CK20,A0A6C0BXB1,0.513,1091
A0A6C0CK20,A0A6C0LKA9,0.534,1058
A0A6C0CK20,A0A6C0AXS7,0.556,1056
A0A6C0CK20,A0A6C0HQM4,0.538,1038
A0A6C0CK20,A0A6C0AR55,0.521,1036
A0A6C0CK20,A0A6C0ESH1,0.541,1034
A0A6C0CK20,A0A6C0F7I1,0.532,1028
A0A6C0CK20,A0A6C0D834,0.521,1016
A0A6C0CK20,A0A6C0B248,0.502,1000
A0A6C0CK20,A0A6C0BC56,0.523,996
A0A6C0CK20,A0A6C0B911,0.535,994
A0A6C0CK20,A0A6C0LDL2,0.517,994
A0A6C0CK20,A0A6C0EFD9,0.504,991
A0A6C0CK20,A0A6C0I8D9,0.513,989
A0A6C0CK20,A0A6C0DLZ7,0.504,985
A0A6C0CK20,A0A6C0B3Y6,0.522,979
A0A6C0CK20,A0A6C0LR39,0.48,977
A0A6C0CK20,A0A6C0E9T3,0.505,977
A0A6C0CK20,A0A6C0E7Y7,0.492,965
A0A6C0CK20,A0A6C0DLX9,0.493,964
A0A6C0CK20,A0A6C0KI02,0.479,962
A0A6C0CK20,A0A6C0ASE4,0.472,955
A0A6C0CK20,A0A6C0ETN6,0.442,942
A0A6C0CK20,A0A6C0DRP4,0.467,938
A0A6C0CK20,A0A6C0H329,0.488,923
A0A6C0CK20,A0A6C0D598,0.457,921
A0A6C0CK20,A0A6C0F3T9,0.476,914
A0A6C0CK20,A0A6C0JJL0,0.408,851
A0A6C0CK20,A0A6C0JAK9,0.429,844
A0A6C0CK20,A0A6C0C3J4,0.417,840
A0A6C0CK20,A0A6C0C4N0,0.459,816
A0A6C0CK20,A0A6C0D714,0.425,794
A0A6C0CK20,A0A6C0H424,0.397,786
A0A6C0CK20,A0A6C0KP26,0.414,782
A0A6C0CK20,A0A6C0AUP9,0.428,744
A0A6C0CK20,A0A6C0KWD2,0.355,190
A0A6C0CK20,A0A6C0LUF2,0.301,142
A0A0W8FYX4,A0A644WU53,0.461,467
A0A0W8FYX4,A0A644UE91,0.393,462
A0A0W8FYX4,A0A381X0A0,0.441,440
A0A0W8FYX4,A0A644UXQ3,0.375,429
A0A0W8FYX4,A0A644X6C2,0.418,422
A0A0W8FYX4,A0A644U9H2,0.351,395
A0A0W8FYX4,A0A644T1Y2,0.409,393
A0A0W8FYX4,A0A484SME1,0.399,386
A0A382HPV4,A0A484HBH2,0.362,253
A0A382HPV4,A0A381QM57,0.304,204
A0A382HPV4,A0A382LBB5,0.377,186
A0A0W8G662,A0A645BL16,0.591,377
A0A0W8G662,A0A644YVS3,0.578,366
A0A0W8G662,A0A381Q4W5,0.54,342
A0A0W8G662,A0A380TGZ6,0.531,338
A0A0W8G662,A0A644VAT7,0.536,337
A0A0W8G662,A0A382GPZ3,0.52,332
A0A0W8G662,A0A382ARZ7,0.521,326
A0A0W8G662,A0A484H950,0.511,317
A0A0W8G662,A0A381RMW8,0.512,314
A0A0W8G662,A0A381RJX3,0.496,309
A0A0W8G662,A0A382BJ82,0.471,290
A0A0W8G662,A0A382FIY4,0.502,277
A0A0W8G662,A0A2P2CF46,0.446,277
A0A0W8G662,A0A381RRI3,0.439,265
A0A0W8G662,A0A6J6F845,0.434,263
A0A0W8G662,A0A2P2CJE0,0.432,261
A0A0W8G662,A0A645FCJ9,0.513,258
A0A0W8G662,A0A6J6CMA0,0.414,250
A0A0W8G662,A0A6J6DT46,0.417,248
A0A0W8G662,A0A6J6ENE8,0.412,244
A0A0W8G662,A0A6J6G9W7,0.408,241
A0A0W8G662,A0A6J6C6I2,0.399,239
A0A0W8G662,A0A6J6C905,0.386,198
A0A644TRC4,A0A644YA67,0.607,433
A0A644TRC4,A0A380TBA3,0.429,276
A0A644TRC4,A0A2H9T5M4,0.391,240
A0A644TRC4,A0A645E2X7,0.378,226
A0A644TRC4,A0A644SJ42,0.374,224
A0A644TRC4,A0A645AWC4,0.405,216
A0A644TRC4,A0A645AV80,0.386,114
A0A644TRC4,A0A645H856,0.346,68
A0A644TRC4,A0A645GYK9,0.324,59
A0A645G9J6,A0A644XIS9,0.483,166
A0A645G9J6,A0A382BSA6,0.455,158
A0A645G9J6,A0A645BU40,0.458,158
A0A645G9J6,A0A644TR86,0.447,155
A0A645G9J6,A0A381Z5C4,0.44,154
A0A645G9J6,A0A381TAP7,0.443,149
A0A645G9J6,A0A381NTP3,0.433,149
A0A645G9J6,A0A644WAX3,0.415,147
A0A645G9J6,A0A6J6ASR3,0.427,145
A0A645G9J6,A0A382TN05,0.417,145
A0A645G9J6,A0A381SM42,0.408,141
A0A645G9J6,A0A382WL77,0.421,140
A0A645G9J6,A0A6J5ZBM4,0.41,138
A0A645G9J6,A0A644ZDJ2,0.387,132
A0A645G9J6,A0A381UMH9,0.378,130
A0A645G9J6,A0A381UKZ5,0.388,130
A0A645G9J6,A0A381XUL9,0.39,129
A0A645G9J6,A0A6J6AEE3,0.392,128
A0A645G9J6,A0A382J1X9,0.38,126
A0A645G9J6,A0A2H9TBZ9,0.373,124
A0A645G9J6,A0A645B269,0.377,124
A0A645G9J6,A0A094PRH3,0.369,123
A0A645G9J6,A0A6J5ZDS3,0.367,122
A0A645G9J6,A0A382JQW3,0.382,120
A0A645G9J6,A0A094PXK9,0.369,120
A0A645G9J6,A0A644YX24,0.368,119
A0A645G9J6,A0A6J6BED1,0.373,119
A0A645G9J6,A0A380TAR9,0.37,117
A0A645G9J6,A0A381YCQ9,0.36,115
A0A645G9J6,A0A381ZVK2,0.367,115
A0A645G9J6,A0A2P2C6S4,0.351,115
A0A645G9J6,A0A2P2C335,0.356,114
A0A645G9J6,A0A6J6CM05,0.349,112
A0A645G9J6,A0A6J6FLY4,0.337,109
A0A645G9J6,A0A381RUV8,0.341,109
A0A645G9J6,A0A6J6F1Z8,0.333,107
A0A645G9J6,A0A6J6BMV8,0.325,104
A0A645G9J6,A0A382YNP5,0.32,103
A0A645G9J6,A0A382BC58,0.315,102
A0A645G9J6,A0A382AXX9,0.333,100
A0A645G9J6,A0A6J6D5R5,0.324,99
A0A645G9J6,A0A381PM74,0.324,99
A0A645G9J6,A0A381Q0T0,0.333,99
A0A645G9J6,A0A381YI49,0.39,91
A0A645G9J6,A0A382X5I9,0.323,89
A0A645G9J6,A0A484RFP6,0.305,89
A0A645G9J6,A0A381QJF2,0.375,80
A0A6J5YFN0,A0A6J6CNN8,0.313,98
A0A6J5YFN0,A0A6J6CFV0,0.443,96
A0A6J5YFN0,A0A094QIB6,0.416,89
A0A6J5YFN0,A0A6J5ZN98,0.376,60
A0A6J5YFN0,A0A094R0S2,0.307,52
A0A6J5YFN0,A0A6J6F2I8,0.307,52
A0A6J5YFN0,A0A6J6FAA5,0.31,50
A0A6A7SFJ7,A0A382VYR0,0.333,84
A0A6A7SFJ7,A0A0F9DRK3,0.349,53
A0A6C0ETN6,A0A6C0DRP4,0.554,1249
A0A6C0ETN6,A0A6C0LR39,0.55,1230
A0A6C0ETN6,A0A6C0KI02,0.547,1221
A0A6C0ETN6,A0A6C0ASE4,0.527,1185
A0A6C0ETN6,A0A6C0D598,0.532,1183
A0A6C0ETN6,A0A6C0E9T3,0.53,1174
A0A6C0ETN6,A0A6C0DLX9,0.529,1173
A0A6C0ETN6,A0A6C0JJL0,0.5,1110
A0A6C0ETN6,A0A6C0B3Y6,0.504,1103
A0A6C0ETN6,A0A6C0B911,0.503,1102
A0A6C0ETN6,A0A6C0H329,0.494,1077
A0A6C0ETN6,A0A6C0D834,0.487,1058
A0A6C0ETN6,A0A6C0B248,0.481,1040
A0A6C0ETN6,A0A6C0ESH1,0.48,1037
A0A6C0ETN6,A0A6C0AR55,0.475,1022
A0A6C0ETN6,A0A6C0HQM4,0.473,1016
A0A6C0ETN6,A0A6C0I8D9,0.477,1015
A0A6C0ETN6,A0A6C0LDL2,0.472,1010
A0A6C0ETN6,A0A6C0F7I1,0.466,997
A0A6C0ETN6,A0A6C0EFD9,0.466,995
A0A6C0ETN6,A0A6C0BC56,0.465,990
A0A6C0ETN6,A0A6C0DLZ7,0.464,990
A0A6C0ETN6,A0A6C0C3J4,0.459,975
A0A6C0ETN6,A0A6C0E7Y7,0.452,968
A0A6C0ETN6,A0A6C0F3T9,0.45,960
A0A6C0ETN6,A0A6C0CXA7,0.453,960
A0A6C0ETN6,A0A6C0CK20,0.447,957
A0A6C0ETN6,A0A6C0LKA9,0.432,906
A0A6C0ETN6,A0A6C0CQ84,0.415,854
A0A6C0ETN6,A0A6C0BXB1,0.415,853
A0A6C0ETN6,A0A6C0AXS7,0.408,833
A0A6C0ETN6,A0A6C0JAK9,0.396,797
A0A6C0ETN6,A0A6C0C4N0,0.376,738
A0A6C0ETN6,A0A6C0H424,0.372,731
A0A6C0ETN6,A0A6C0D714,0.363,704
A0A6C0ETN6,A0A6C0KP26,0.363,704
A0A6C0ETN6,A0A6C0AUP9,0.344,653
A0A6C0ETN6,A0A6C0KWD2,0.36,180
A0A644YJC0,A0A2P2CAW5,0.746,559
A0A644YJC0,A0A2P2BYA5,0.738,554
A0A644YJC0,A0A6A7S922,0.458,310
A0A644YJC0,A0A380TBT6,0.436,290
A0A644YJC0,A0A644XNZ4,0.431,282
A0A644YJC0,A0A644X6F7,0.425,276
A0A644YJC0,A0A098EA56,0.412,266
A0A644YJC0,A0A098E9U6,0.411,265
A0A644YJC0,A0A644Z8F8,0.409,265
A0A644YJC0,A0A6C0ED38,0.356,216
A0A6J6F1Z8,A0A6J6BED1,0.492,179
A0A6J6F1Z8,A0A381XUL9,0.477,171
A0A6J6F1Z8,A0A6J6BMV8,0.455,171
A0A6J6F1Z8,A0A381Z5C4,0.456,165
A0A6J6F1Z8,A0A6J5ZDS3,0.45,161
A0A6J6F1Z8,A0A381NTP3,0.451,160
A0A6J6F1Z8,A0A381UKZ5,0.446,159
A0A6J6F1Z8,A0A094PXK9,0.441,159
A0A6J6F1Z8,A0A382BSA6,0.439,156
A0A6J6F1Z8,A0A381YCQ9,0.44,156
A0A6J6F1Z8,A0A2P2C335,0.439,156
A0A6J6F1Z8,A0A381PM74,0.451,155
A0A6J6F1Z8,A0A6J6AEE3,0.449,154
A0A6J6F1Z8,A0A644TR86,0.432,153
A0A6J6F1Z8,A0A6J6FLY4,0.417,151
A0A6J6F1Z8,A0A644YX24,0.428,149
A0A6J6F1Z8,A0A381Q0T0,0.446,149
A0A6J6F1Z8,A0A6J6CM05,0.42,149
A0A6J6F1Z8,A0A2H9TBZ9,0.417,146
A0A6J6F1Z8,A0A2P2C6S4,0.413,145
A0A6J6F1Z8,A0A094PRH3,0.423,142
A0A6J6F1Z8,A0A6J6ASR3,0.423,141
A0A6J6F1Z8,A0A381ZVK2,0.435,141
A0A6J6F1Z8,A0A644XIS9,0.407,140
A0A6J6F1Z8,A0A644WAX3,0.398,140
A0A6J6F1Z8,A0A382TN05,0.396,140
A0A6J6F1Z8,A0A645B269,0.403,138
A0A6J6F1Z8,A0A6J5ZBM4,0.415,138
A0A6J6F1Z8,A0A381TAP7,0.414,138
A0A6J6F1Z8,A0A6J6D5R5,0.375,129
A0A6J6F1Z8,A0A382YNP5,0.372,128
A0A6J6F1Z8,A0A644ZDJ2,0.371,126
A0A6J6F1Z8,A0A382AXX9,0.389,124
A0A6J6F1Z8,A0A380TAR9,0.377,123
A0A6J6F1Z8,A0A645BU40,0.375,123
A0A6J6F1Z8,A0A382BJP1,0.355,122
A0A6J6F1Z8,A0A383EVV5,0.428,121
A0A6J6F1Z8,A0A381YI49,0.444,118
A0A6J6F1Z8,A0A484RFP6,0.364,117
A0A6J6F1Z8,A0A381SM42,0.357,117
A0A6J6F1Z8,A0A382JQW3,0.356,115
A0A6J6F1Z8,A0A382J1X9,0.345,113
A0A6J6F1Z8,A0A382X5I9,0.377,113
A0A6J6F1Z8,A0A382WL77,0.354,112
A0A6J6F1Z8,A0A382BC58,0.337,112
A0A6J6F1Z8,A0A645G9J6,0.339,110
A0A6J6F1Z8,A0A381QJF2,0.395,110
A0A6J6F1Z8,A0A381RUV8,0.325,107
A0A6J6F1Z8,A0A381UMH9,0.329,106
A0A6J6F1Z8,A0A381W471,0.4,96
A0A6C0ASE4,A0A6C0E9T3,0.621,1354
A0A6C0ASE4,A0A6C0DLX9,0.616,1341
A0A6C0ASE4,A0A6C0LR39,0.572,1223
A0A6C0ASE4,A0A6C0KI02,0.571,1217
